"Shelf No.","Warehouse Code","Customer Code","Sub-wh. code","Zone Code","Sku Code","Available Qty.","pending shipped Qty.","Putaway time","Stock Type",Length,Width,Height,Wt,库位类型描述
568-024G,UK,G666,UK-5,UK-5PHIGH-P,G666-G34000576,8,0,"2021-03-17 23:42:36",Standard,125.50,65.50,18.50,14.800,英国仓卡板区库位
568-025B,UK,G666,UK-5,UK-5PHIGH-P,G666-G26000579,22,0,"2021-04-22 08:43:19",Standard,125.50,33.00,14.00,13.700,英国仓卡板区库位
568-025C,UK,G666,UK-5,UK-5PHIGH-P,G666-G13002276,15,0,"2020-11-20 08:02:34",Standard,78.00,47.00,11.00,10.550,英国仓卡板区库位
568-025D,UK,G2852,UK-5,UK-5PHIGH-P,G2852-FUR-GTP-67-WHITE,10,0,"2021-06-30 10:53:42",Standard,80.00,53.00,28.00,18.600,英国仓卡板区库位
568-025E,UK,G666,UK-5,UK-5PHIGH-P,G666-13030148,5,0,"2021-04-16 08:22:56",Standard,73.00,42.00,42.00,14.800,英国仓卡板区库位
568-025F,UK,G4875,UK-5,UK-5PHIGH-P,G4875-TPRMWC20120006,6,0,"2021-04-01 15:26:03",Standard,69.00,58.00,51.00,22.330,英国仓卡板区库位
568-025G,UK,G2807,UK-5,UK-5PHIGH-P,G2807-LYM200601-PINK,4,0,"2020-12-14 19:03:11",Standard,81.00,77.00,56.00,15.000,英国仓卡板区库位
568-026B,UK,G666,UK-5,UK-5PHIGH-P,G666-G26000419,11,0,"2021-10-01 18:01:04",Standard,70.00,68.00,20.00,10.000,英国仓卡板区库位
568-026C,UK,G666,UK-5,UK-5PHIGH-P,G666-G26000990,12,0,"2021-09-24 12:33:28",Standard,80.00,70.00,17.00,15.000,英国仓卡板区库位
568-026D,UK,G536,UK-5,UK-5PHIGH-P,M010000000001664209,42,0,"2021-03-12 02:26:36",Standard,104.00,15.00,7.00,7.500,英国仓卡板区库位
568-026E,UK,G666,UK-5,UK-5PHIGH-P,G666-G34000330,8,0,"2021-07-30 08:35:59",Standard,71.00,71.00,34.00,25.000,英国仓卡板区库位
568-026F,UK,G666,UK-5,UK-5PHIGH-P,G666-G34000330,8,0,"2021-07-30 11:55:52",Standard,71.00,71.00,34.00,25.000,英国仓卡板区库位
568-026G,UK,G536,UK-5,UK-5PHIGH-P,M010000000002576348,34,0,"2020-10-20 15:09:55",Standard,60.00,50.00,10.00,1.800,英国仓卡板区库位
568-027B,UK,G666,UK-5,UK-5PHIGH-P,G666-13027762,15,1,"2021-03-24 21:17:26",Standard,50.00,50.00,32.00,13.500,英国仓卡板区库位
568-027C,UK,G536,UK-5,UK-5PHIGH-P,M010000000000308766,17,0,"2021-02-12 05:21:54",Standard,96.50,46.50,19.00,9.340,英国仓卡板区库位
568-027D,UK,G2807,UK-5,UK-5PHIGH-P,G2807-J0415-01-RD,4,0,"2021-07-12 12:48:35",Standard,75.00,69.00,52.00,14.000,英国仓卡板区库位
568-027E,UK,G3575,UK-5,UK-5PHIGH-P,G3575-JHQAC03UK,40,0,"2021-09-15 08:18:51",Standard,50.00,38.00,24.00,3.300,英国仓卡板区库位
568-027F,UK,G4875,UK-5,UK-5PHIGH-P,G4875-TPRMWC20120004,8,0,"2021-03-20 07:32:16",Standard,68.00,59.00,52.50,23.010,英国仓卡板区库位
568-027G,UK,G666,UK-5,UK-5PHIGH-P,G666-Y00004,66,0,"2021-08-05 19:46:29",Standard,112.00,14.00,13.00,3.200,英国仓卡板区库位
568-028B,UK,G2446,UK-5,UK-5PHIGH-P,G2446-D28-10-E27UK,99,0,"2021-08-26 17:17:29",Standard,29.50,20.00,18.00,1.940,英国仓卡板区库位
568-028D,UK,G666,UK-5,UK-5PHIGH-P,G666-G51000005,21,0,"2021-08-09 09:42:00",Standard,82.00,38.20,19.30,8.826,英国仓卡板区库位
568-028E,UK,G666,UK-5,UK-5PHIGH-P,G666-G34000593,12,0,"2021-03-03 09:37:04",Standard,71.50,43.00,35.50,7.430,英国仓卡板区库位
568-028F,UK,G666,UK-5,UK-5PHIGH-P,G666-G13003622,24,0,"2021-08-26 17:04:53",Standard,39.00,32.00,25.50,3.640,英国仓卡板区库位
568-028G,UK,G536,UK-5,UK-5PHIGH-P,MP000000000004163,4,3,"2020-08-23 16:22:15",Standard,50.00,34.50,17.00,2.540,英国仓卡板区库位
568-029B,UK,G536,UK-5,UK-5PHIGH-P,M010000000002224534,20,0,"2021-03-15 01:21:55",Standard,52.70,50.30,25.00,8.130,英国仓卡板区库位
568-029C,UK,G536,UK-5,UK-5PHIGH-P,M010000000000318272,237,0,"2021-03-01 19:02:51",Standard,20.00,19.00,18.00,0.660,英国仓卡板区库位
568-029D,UK,G666,UK-5,UK-5PHIGH-P,G666-G13002396,12,0,"2021-08-26 15:34:00",Standard,119.00,46.00,21.00,13.200,英国仓卡板区库位
568-029E,UK,G666,UK-5,UK-5PHIGH-P,G666-G34000330,8,0,"2021-07-30 08:32:23",Standard,71.00,71.00,34.00,25.000,英国仓卡板区库位
568-029F,UK,G4875,UK-5,UK-5PHIGH-P,G4875-TPRMWC20120002,8,0,"2021-03-20 07:18:19",Standard,68.00,59.00,52.00,22.530,英国仓卡板区库位
568-030B,UK,G666,UK-5,UK-5PHIGH-P,G666-G56000048,8,0,"2021-06-16 18:16:03",Standard,92.00,57.00,35.00,28.000,英国仓卡板区库位
568-030D,UK,G666,UK-5,UK-5PHIGH-P,G666-G13005013,21,0,"2021-08-09 10:39:38",Standard,90.50,39.00,19.00,9.860,英国仓卡板区库位
568-030E,UK,G2425,UK-5,UK-5PHIGH-P,G2425-EUDY-D7524-GREEN,6,0,"2021-05-14 15:20:19",Standard,60.00,60.00,42.00,10.800,英国仓卡板区库位
568-030F,UK,G666,UK-5,UK-5PHIGH-P,G666-G14000423,12,0,"2020-06-27 13:34:06",Standard,47.00,44.00,44.00,7.500,英国仓卡板区库位
568-030G,UK,G666,UK-5,UK-5PHIGH-P,G666-Y00361,66,0,"2021-08-05 20:28:05",Standard,113.00,10.50,10.50,3.580,英国仓卡板区库位
568-031B,UK,G536,UK-5,UK-5PHIGH-P,M010000000002562176,79,3,"2021-03-15 01:11:48",Standard,90.00,12.00,11.00,2.688,英国仓卡板区库位
568-031C,UK,G666,UK-5,UK-5PHIGH-P,G666-G13000063,70,0,"2020-12-11 14:54:23",Standard,52.00,26.00,12.50,3.500,英国仓卡板区库位
568-031D,UK,G2807,UK-5,UK-5PHIGH-P,G2807-LYM200601-PINK,2,0,"2021-08-12 08:36:37",Standard,81.00,77.00,56.00,15.000,英国仓卡板区库位
568-031E,UK,G666,UK-5,UK-5PHIGH-P,G666-G13001514,10,0,"2021-08-23 16:58:26",Standard,57.00,56.00,40.00,14.560,英国仓卡板区库位
568-031F,UK,G536,UK-5,UK-5PHIGH-P,M010000000001482117,42,0,"2020-12-09 16:19:40",Standard,31.50,27.00,12.00,0.560,英国仓卡板区库位
568-031G,UK,G536,UK-5,UK-5PHIGH-P,M010000000000293758,216,0,"2021-02-21 01:02:37",Standard,54.00,10.00,10.00,1.000,英国仓卡板区库位
568-032B,UK,G536,UK-5,UK-5PHIGH-P,M010000000001817815,8,0,"2021-02-09 12:09:28",Standard,97.00,31.00,9.00,5.120,英国仓卡板区库位
568-032C,UK,G2425,UK-5,UK-5PHIGH-P,G2425-GY-704S-Y,8,0,"2021-01-07 21:21:42",Standard,73.00,54.00,36.00,10.200,英国仓卡板区库位
568-032D,UK,G536,UK-5,UK-5PHIGH-P,M010000000002535268,12,0,"2021-02-05 02:59:40",Standard,65.50,54.50,28.00,13.040,英国仓卡板区库位
568-032E,UK,G666,UK-5,UK-5PHIGH-P,G666-G13002274,26,0,"2021-07-29 14:42:08",Standard,95.00,41.00,13.00,9.500,英国仓卡板区库位
568-032F,UK,G7065,UK-5,UK-5PHIGH-P,G7065-X0013UZ9TL-9,9,0,"2021-10-30 12:30:32",Standard,58.00,47.00,43.00,10.000,英国仓卡板区库位
568-032G,UK,G536,UK-5,UK-5PHIGH-P,M010000000001391731,20,0,"2021-03-15 01:16:50",Standard,68.00,33.00,18.00,5.200,英国仓卡板区库位
568-033C,UK,G666,UK-5,UK-5PHIGH-P,G666-G17000271,1,1,"2021-08-05 19:39:25",Standard,70.00,51.00,8.50,7.000,英国仓卡板区库位
568-033E,UK,G666,UK-5,UK-5PHIGH-P,G666-G14000476,18,0,"2021-09-24 12:31:12",Standard,51.50,46.00,32.00,7.500,英国仓卡板区库位
568-033G,UK,G666,UK-5,UK-5PHIGH-P,G666-Y00004,66,0,"2021-08-05 19:42:33",Standard,112.00,14.00,13.00,3.200,英国仓卡板区库位
568-034B,UK,G666,UK-5,UK-5PHIGH-P,G666-G26001014,8,0,"2021-07-12 12:35:31",Standard,107.00,58.00,35.50,31.300,英国仓卡板区库位
568-034C,UK,G536,UK-5,UK-5PHIGH-P,M010000000001391423,15,0,"2021-01-06 19:19:09",Standard,81.00,41.80,24.70,5.560,英国仓卡板区库位
568-034D,UK,G666,UK-5,UK-5PHIGH-P,G666-G13005009,8,0,"2021-08-09 09:48:37",Standard,88.00,37.00,21.00,20.000,英国仓卡板区库位
568-034E,UK,G536,UK-5,UK-5PHIGH-P,M010000000002313501,62,0,"2020-12-16 11:53:54",Standard,118.00,32.00,5.00,4.280,英国仓卡板区库位
568-034F,UK,G3459,UK-5,UK-5PHIGH-P,G3459-E3070502121,8,0,"2020-08-25 15:46:01",Standard,55.00,55.00,48.00,27.000,英国仓卡板区库位
568-035B,UK,G666,UK-5,UK-5PHIGH-P,G666-G13000185,14,0,"2021-09-24 09:47:10",Standard,75.00,55.00,18.00,8.700,英国仓卡板区库位
568-035C,UK,G666,UK-5,UK-5PHIGH-P,G666-G13002263,26,0,"2021-07-29 11:09:36",Standard,96.00,39.00,11.00,13.560,英国仓卡板区库位
568-035D,UK,G666,UK-5,UK-5PHIGH-P,G666-G34000588,9,0,"2021-03-03 08:33:16",Standard,72.50,49.00,41.50,10.100,英国仓卡板区库位
568-035E,UK,G4875,UK-5,UK-5PHIGH-P,G4875-TPRMWC20120006,6,0,"2021-04-01 15:23:56",Standard,69.00,58.00,51.00,22.330,英国仓卡板区库位
568-035F,UK,G666,UK-5,UK-5PHIGH-P,G666-17002677,23,3,"2020-12-07 12:09:38",Standard,65.00,23.00,5.00,0.420,英国仓卡板区库位
568-035G,UK,G666,UK-5,UK-5PHIGH-P,G666-G13000185,14,0,"2021-09-24 11:17:16",Standard,75.00,55.00,18.00,8.700,英国仓卡板区库位
568-036B,UK,G666,UK-5,UK-5PHIGH-P,G666-G26001451,26,0,"2021-04-01 13:07:43",Standard,103.00,44.00,13.00,6.800,英国仓卡板区库位
568-036C,UK,G536,UK-5,UK-5PHIGH-P,M010000000001136765,2,0,"2021-02-17 11:57:01",Standard,57.50,57.00,17.00,3.850,英国仓卡板区库位
568-036D,UK,G1899,UK-5,UK-5PHIGH-P,G1899-132-FUR148,3,0,"2021-05-12 10:15:45",Standard,87.00,45.00,12.00,13.000,英国仓卡板区库位
568-036E,UK,G666,UK-5,UK-5PHIGH-P,G666-G85000026,40,0,"2021-01-21 11:35:55",Standard,64.40,63.00,9.80,3.300,英国仓卡板区库位
568-036F,UK,G666,UK-5,UK-5PHIGH-P,G666-Y00004,42,0,"2021-08-05 19:35:57",Standard,112.00,14.00,13.00,3.200,英国仓卡板区库位
568-036G,UK,G907,UK-5,UK-5PHIGH-P,G907-HM0661201,8,0,"2021-05-19 13:38:00",Standard,70.00,60.00,36.00,14.300,英国仓卡板区库位
568-037B,UK,G536,UK-5,UK-5PHIGH-P,M010000000002124361,16,0,"2020-12-19 03:08:54",Standard,47.50,37.50,26.00,12.600,英国仓卡板区库位
568-037C,UK,G2425,UK-5,UK-5PHIGH-P,G2425-EUDY-QH8901-STOOL-ORANGE,6,0,"2021-10-28 12:39:30",Standard,70.00,70.00,45.00,16.000,英国仓卡板区库位
568-037D,UK,G666,UK-5,UK-5PHIGH-P,G666-G26000582,40,0,"2021-04-22 07:33:40",Standard,95.00,26.00,12.00,10.000,英国仓卡板区库位
568-037E,UK,G666,UK-5,UK-5PHIGH-P,G666-G13000063,60,0,"2021-01-21 11:50:56",Standard,52.00,26.00,12.50,3.500,英国仓卡板区库位
568-037G,UK,G666,UK-5,UK-5PHIGH-P,G666-G34000594,12,0,"2021-03-03 09:26:46",Standard,71.50,43.00,35.50,7.430,英国仓卡板区库位
568-038B,UK,G666,UK-5,UK-5PHIGH-P,G666-G26001289,50,0,"2021-04-22 07:28:00",Standard,97.00,24.00,14.00,8.500,英国仓卡板区库位
568-038C,UK,G4875,UK-5,UK-5PHIGH-P,G4875-TPRMWC20120006,6,0,"2021-04-01 14:55:07",Standard,69.00,58.00,51.00,22.330,英国仓卡板区库位
568-038D,UK,G666,UK-5,UK-5PHIGH-P,G666-G26000581,23,0,"2021-04-22 07:30:21",Standard,126.00,28.50,14.00,9.500,英国仓卡板区库位
568-038E,UK,G666,UK-5,UK-5PHIGH-P,G666-G26000418,10,0,"2021-10-01 18:03:35",Standard,69.00,67.00,25.50,12.500,英国仓卡板区库位
568-038F,UK,G666,UK-5,UK-5PHIGH-P,G666-G26001451,26,0,"2021-04-01 13:09:58",Standard,103.00,44.00,13.00,6.800,英国仓卡板区库位
568-039B,UK,G666,UK-5,UK-5PHIGH-P,G666-G13002272,48,0,"2021-07-29 10:56:52",Standard,79.50,36.00,11.00,8.980,英国仓卡板区库位
568-039C,UK,G2425,UK-5,UK-5PHIGH-P,G2425-GY-17150-30-GREEN,6,0,"2021-10-04 13:36:51",Standard,76.00,53.50,45.50,16.500,英国仓卡板区库位
568-039D,UK,G536,UK-5,UK-5PHIGH-P,M010000000001838966,10,0,"2021-03-01 14:10:45",Standard,118.80,63.70,11.20,11.160,英国仓卡板区库位
568-039E,UK,G3575,UK-5,UK-5PHIGH-P,G3575-ROBMT71UK,72,0,"2021-11-01 19:35:24",Standard,55.00,50.00,12.00,4.150,英国仓卡板区库位
568-039F,UK,G4875,UK-5,UK-5PHIGH-P,G4875-TPRMWC20120004,8,0,"2021-03-20 07:29:21",Standard,68.00,59.00,52.50,23.010,英国仓卡板区库位
568-039G,UK,G666,UK-5,UK-5PHIGH-P,G666-G13002399,14,0,"2021-08-26 15:27:43",Standard,118.00,44.00,16.00,12.000,英国仓卡板区库位
568-040C,UK,G3575,UK-5,UK-5PHIGH-P,G3575-VACK17UUK,65,0,"2021-09-15 08:17:07",Standard,47.00,44.00,18.00,3.400,英国仓卡板区库位
568-040D,UK,G4875,UK-5,UK-5PHIGH-P,G4875-TPRMWC20120006,6,0,"2021-04-01 15:12:18",Standard,69.00,58.00,51.00,22.330,英国仓卡板区库位
568-040E,UK,G666,UK-5,UK-5PHIGH-P,G666-13028942,41,0,"2021-04-13 15:38:51",Standard,111.50,36.50,7.00,5.350,英国仓卡板区库位
568-040F,UK,G536,UK-5,UK-5PHIGH-P,M010000000002418538,3,0,"2021-03-08 22:01:15",Standard,118.00,62.00,12.00,29.000,英国仓卡板区库位
568-040G,UK,G666,UK-5,UK-5PHIGH-P,G666-G85000026,40,0,"2021-01-21 11:32:05",Standard,64.40,63.00,9.80,3.300,英国仓卡板区库位
568-041B,UK,G1899,UK-5,UK-5PHIGH-P,G1899-132-FUR145,6,0,"2021-05-12 11:10:18",Standard,75.00,75.00,32.00,19.000,英国仓卡板区库位
568-041C,UK,G2425,UK-5,UK-5PHIGH-P,G2425-GY-1573-VELVET-PINK,10,0,"2021-08-20 12:22:31",Standard,61.00,54.00,39.00,6.950,英国仓卡板区库位
568-041D,UK,G666,UK-5,UK-5PHIGH-P,G666-G13002055,9,0,"2021-07-29 14:39:05",Standard,46.00,26.50,15.00,1.900,英国仓卡板区库位
568-041E,UK,G2425,UK-5,UK-5PHIGH-P,G2425-GY-5219-GRAY,3,0,"2021-10-14 13:44:21",Standard,74.50,57.50,39.00,16.170,英国仓卡板区库位
568-041F,UK,G2425,UK-5,UK-5PHIGH-P,G2425-EUDY-QH8901-STOOL-GREEN,6,0,"2021-10-28 12:28:48",Standard,70.00,70.00,45.00,16.000,英国仓卡板区库位
568-041G,UK,G1899,UK-5,UK-5PHIGH-P,G1899-132-FUR145,6,0,"2021-05-12 11:14:30",Standard,75.00,75.00,32.00,19.000,英国仓卡板区库位
568-042B,UK,G536,UK-5,UK-5PHIGH-P,M010000000001575135,85,0,"2020-11-28 04:47:25",Standard,44.00,37.00,4.00,0.760,英国仓卡板区库位
568-042C,UK,G666,UK-5,UK-5PHIGH-P,G666-G13004677,29,0,"2021-09-28 16:05:22",Standard,50.00,38.00,19.00,14.700,英国仓卡板区库位
568-042D,UK,G2425,UK-5,UK-5PHIGH-P,G2425-GY-17150-30-NAVY,6,0,"2021-10-04 13:21:41",Standard,76.50,54.00,45.00,16.730,英国仓卡板区库位
568-042E,UK,G666,UK-5,UK-5PHIGH-P,G666-G27000186,9,0,"2021-08-05 18:12:34",Standard,95.00,36.00,33.00,16.000,英国仓卡板区库位
568-042F,UK,G666,UK-5,UK-5PHIGH-P,G666-G13002123,18,0,"2021-05-11 08:33:08",Standard,123.00,33.00,6.50,4.800,英国仓卡板区库位
568-043D,UK,G666,UK-5,UK-5PHIGH-P,G666-G88000302,200,0,"2020-10-12 06:33:10",Standard,67.00,13.00,6.00,1.400,英国仓卡板区库位
568-043E,UK,G4875,UK-5,UK-5PHIGH-P,G4875-TPRMWC20120006,6,0,"2021-04-01 15:02:42",Standard,69.00,58.00,51.00,22.330,英国仓卡板区库位
568-043F,UK,G666,UK-5,UK-5PHIGH-P,G666-G13003771,14,0,"2021-08-26 16:41:34",Standard,117.00,45.00,19.00,12.900,英国仓卡板区库位
568-044D,UK,G666,UK-5,UK-5PHIGH-P,G666-G13001063,5,0,"2021-08-26 16:36:50",Standard,37.00,33.00,25.00,4.700,英国仓卡板区库位
568-044E,UK,G666,UK-5,UK-5PHIGH-P,G666-G10000461,6,0,"2021-09-24 09:37:00",Standard,70.00,69.00,44.00,31.000,英国仓卡板区库位
568-044F,UK,G4875,UK-5,UK-5PHIGH-P,G4875-TPRMWC20120006,6,0,"2021-04-01 15:38:38",Standard,69.00,58.00,51.00,22.330,英国仓卡板区库位
568-045D,UK,G2852,UK-5,UK-5PHIGH-P,G2852-FUR-GTP-67-WHITE,10,0,"2021-06-30 16:43:36",Standard,80.00,53.00,28.00,18.600,英国仓卡板区库位
568-045E,UK,G2425,UK-5,UK-5PHIGH-P,G2425-GY-17150-30-GREEN,6,0,"2021-10-04 13:29:29",Standard,76.00,53.50,45.50,16.500,英国仓卡板区库位
568-045F,UK,G536,UK-5,UK-5PHIGH-P,M010000000001402225,54,0,"2021-03-16 02:46:57",Standard,79.00,34.00,8.00,2.950,英国仓卡板区库位
568-045G,UK,G679,UK-5,UK-5PHIGH-P,G679-GB-JM05817-02,111,1,"2020-10-09 11:28:16",Standard,29.00,19.00,17.50,0.562,英国仓卡板区库位
568-046B,UK,G666,UK-5,UK-5PHIGH-P,G666-G26000526,6,0,"2021-08-13 10:39:42",Standard,130.00,31.00,20.00,21.200,英国仓卡板区库位
568-046C,UK,G666,UK-5,UK-5PHIGH-P,G666-G26000418,9,0,"2021-10-01 17:55:52",Standard,69.00,67.00,25.50,12.500,英国仓卡板区库位
568-046D,UK,G536,UK-5,UK-5PHIGH-P,M010000000002416716,84,0,"2020-11-28 04:20:09",Standard,65.00,47.20,9.20,0.920,英国仓卡板区库位
568-046E,UK,G4875,UK-5,UK-5PHIGH-P,G4875-TPRMWC20120006,6,0,"2021-04-01 15:36:01",Standard,69.00,58.00,51.00,22.330,英国仓卡板区库位
568-046F,UK,G536,UK-5,UK-5PHIGH-P,MP000000000004223,56,0,"2021-02-17 11:50:08",Standard,63.00,46.00,9.00,2.000,英国仓卡板区库位
568-047B,UK,G2425,UK-5,UK-5PHIGH-P,G2425-GY-17150-30-PINK,6,0,"2021-08-18 09:02:30",Standard,76.00,54.00,46.00,14.000,英国仓卡板区库位
568-047C,UK,G1995,UK-5,UK-5PHIGH-P,G1995-HM0770,68,0,"2020-11-28 04:29:25",Standard,51.00,20.00,15.00,1.410,英国仓卡板区库位
568-047D,UK,G2852,UK-5,UK-5PHIGH-P,G2852-FUR-GTP-67-WHITE,10,0,"2021-06-30 16:33:06",Standard,80.00,53.00,28.00,18.600,英国仓卡板区库位
568-047E,UK,G536,UK-5,UK-5PHIGH-P,M010000000002313499,55,0,"2020-12-15 11:26:41",Standard,117.00,33.00,5.00,4.300,英国仓卡板区库位
568-047F,UK,G4875,UK-5,UK-5PHIGH-P,G4875-TPRMWC20120006,6,0,"2021-04-01 14:56:54",Standard,69.00,58.00,51.00,22.330,英国仓卡板区库位
568-047G,UK,G666,UK-5,UK-5PHIGH-P,G666-G34000330,8,0,"2021-07-30 12:00:14",Standard,71.00,71.00,34.00,25.000,英国仓卡板区库位
568-048B,UK,G666,UK-5,UK-5PHIGH-P,G666-G14000473,28,0,"2021-06-15 17:03:03",Standard,45.50,34.00,30.50,5.700,英国仓卡板区库位
568-048C,UK,G666,UK-5,UK-5PHIGH-P,G666-G56000048,8,0,"2021-06-16 18:13:33",Standard,92.00,57.00,35.00,28.000,英国仓卡板区库位
568-048D,UK,G666,UK-5,UK-5PHIGH-P,G666-13029389,2,2,"2021-07-29 09:48:50",Standard,119.00,44.00,9.50,9.400,英国仓卡板区库位
568-048E,UK,G536,UK-5,UK-5PHIGH-P,M010000000001707288,43,3,"2020-12-06 10:23:15",Standard,37.00,13.50,13.50,0.797,英国仓卡板区库位
568-048F,UK,G4875,UK-5,UK-5PHIGH-P,G4875-TPRMWC20120006,6,0,"2021-04-01 15:19:12",Standard,69.00,58.00,51.00,22.330,英国仓卡板区库位
568-048G,UK,G2425,UK-5,UK-5PHIGH-P,G2425-GY-1573-VELVET-PINK,7,0,"2021-08-20 12:25:50",Standard,61.00,54.00,39.00,6.950,英国仓卡板区库位
568-049B,UK,G666,UK-5,UK-5PHIGH-P,G666-G26000526,14,0,"2021-08-13 10:50:02",Standard,130.00,31.00,20.00,21.200,英国仓卡板区库位
568-049C,UK,G1899,UK-5,UK-5PHIGH-P,G1899-132-FUR145,3,0,"2021-05-12 11:05:09",Standard,75.00,75.00,32.00,19.000,英国仓卡板区库位
568-049D,UK,G5688,UK-5,UK-5PHIGH-P,G5688-OY-01K-A0060A,4,0,"2021-07-07 13:31:00",Standard,84.00,71.00,49.00,18.740,英国仓卡板区库位
568-049E,UK,G666,UK-5,UK-5PHIGH-P,G666-G56000048,8,0,"2021-06-16 18:10:49",Standard,92.00,57.00,35.00,28.000,英国仓卡板区库位
568-049F,UK,G4875,UK-5,UK-5PHIGH-P,G4875-TPRMWC20120006,6,0,"2021-04-01 15:34:00",Standard,69.00,58.00,51.00,22.330,英国仓卡板区库位
568-049G,UK,G536,UK-5,UK-5PHIGH-P,M010000000001402225,64,0,"2021-03-16 02:33:20",Standard,79.00,34.00,8.00,2.950,英国仓卡板区库位
568-050B,UK,G666,UK-5,UK-5PHIGH-P,G666-G26000526,14,0,"2021-08-13 10:52:54",Standard,130.00,31.00,20.00,21.200,英国仓卡板区库位
568-050C,UK,G2807,UK-5,UK-5PHIGH-P,G2807-J0505001-DPK,3,0,"2021-08-12 08:23:33",Standard,81.00,77.00,54.00,15.000,英国仓卡板区库位
568-050D,UK,G2425,UK-5,UK-5PHIGH-P,G2425-GY-17150-30-PINK,6,0,"2021-10-04 13:34:51",Standard,76.00,54.00,46.00,14.000,英国仓卡板区库位
568-050E,UK,G536,UK-5,UK-5PHIGH-P,M010000000001738134,48,0,"2021-03-24 21:05:07",Standard,104.00,32.00,10.00,6.500,英国仓卡板区库位
568-050F,UK,G536,UK-5,UK-5PHIGH-P,M010000000002535388,36,0,"2021-03-12 02:41:57",Standard,48.00,38.00,21.00,4.400,英国仓卡板区库位
568-051B,UK,G666,UK-5,UK-5PHIGH-P,G666-G26000526,14,0,"2021-08-13 10:56:15",Standard,130.00,31.00,20.00,21.200,英国仓卡板区库位
568-051C,UK,G2425,UK-5,UK-5PHIGH-P,G2425-GY-1342-LIGHT-BLUE,6,0,"2021-10-12 17:34:38",Standard,71.50,58.00,46.00,9.600,英国仓卡板区库位
568-051D,UK,G679,UK-5,UK-5PHIGH-P,G679-GB-JY11068-01,90,0,"2021-02-10 18:48:15",Standard,44.00,39.00,7.00,3.240,英国仓卡板区库位
568-051E,UK,G2852,UK-5,UK-5PHIGH-P,G2852-FUR-GTP-67-WHITE,10,0,"2021-06-30 16:39:59",Standard,80.00,53.00,28.00,18.600,英国仓卡板区库位
568-051F,UK,G536,UK-5,UK-5PHIGH-P,M010000000000951915,4,0,"2021-02-06 07:58:29",Standard,11.50,10.50,6.50,0.730,英国仓卡板区库位
568-051G,UK,G666,UK-5,UK-5PHIGH-P,G666-G26000418,10,0,"2021-10-01 17:57:51",Standard,69.00,67.00,25.50,12.500,英国仓卡板区库位
568-052B,UK,G666,UK-5,UK-5PHIGH-P,G666-G26000526,14,0,"2021-08-13 10:58:57",Standard,130.00,31.00,20.00,21.200,英国仓卡板区库位
568-052D,UK,G666,UK-5,UK-5PHIGH-P,G666-G43000035,18,0,"2021-10-13 17:16:06",Standard,53.00,40.00,40.00,16.200,英国仓卡板区库位
568-052E,UK,G4875,UK-5,UK-5PHIGH-P,G4875-TPRMWC20120006,6,0,"2021-04-01 15:17:27",Standard,69.00,58.00,51.00,22.330,英国仓卡板区库位
568-052F,UK,G5688,UK-5,UK-5PHIGH-P,G5688-OY-01K-A0014A,4,0,"2021-05-27 15:57:26",Standard,104.00,88.50,22.50,22.820,英国仓卡板区库位
568-052G,UK,G2425,UK-5,UK-5PHIGH-P,G2425-EUDY-QH8901KY-GO-GREEN,6,0,"2021-10-28 12:27:07",Standard,71.00,71.00,33.00,12.000,英国仓卡板区库位
568-053B,UK,G666,UK-5,UK-5PHIGH-P,G666-G26000526,14,0,"2021-08-13 11:02:07",Standard,130.00,31.00,20.00,21.200,英国仓卡板区库位
568-053D,UK,G2425,UK-5,UK-5PHIGH-P,G2425-EUDY-DM3024-BEIGE,10,0,"2021-08-20 12:29:48",Standard,58.00,58.00,28.00,9.246,英国仓卡板区库位
568-053E,UK,G536,UK-5,UK-5PHIGH-P,M010000000002208152,77,0,"2021-03-17 23:33:32",Standard,77.00,21.00,10.00,0.640,英国仓卡板区库位
568-053F,UK,G2425,UK-5,UK-5PHIGH-P,G2425-EUDY-D7524-WHITE,7,0,"2021-10-28 12:27:52",Standard,60.00,60.00,43.00,10.800,英国仓卡板区库位
568-053G,UK,G536,UK-5,UK-5PHIGH-P,M010000000001872851,26,0,"2021-02-25 09:58:45",Standard,55.50,49.50,18.00,13.700,英国仓卡板区库位
568-054B,UK,G666,UK-5,UK-5PHIGH-P,G666-G26000526,14,0,"2021-08-13 11:05:03",Standard,130.00,31.00,20.00,21.200,英国仓卡板区库位
568-054C,UK,G2852,UK-5,UK-5PHIGH-P,G2852-FUR-GTP-68-RED,10,0,"2021-06-05 14:54:33",Standard,79.00,53.00,28.00,18.000,英国仓卡板区库位
568-054D,UK,G666,UK-5,UK-5PHIGH-P,G666-G52000099,10,0,"2021-08-23 17:03:46",Standard,56.00,56.00,40.00,14.000,英国仓卡板区库位
568-054E,UK,G1080,UK-5,UK-5PHIGH-P,G1080-UK-BCHB041,20,0,"2021-07-29 09:34:30",Standard,53.00,53.00,23.00,8.980,英国仓卡板区库位
568-054F,UK,G3575,UK-5,UK-5PHIGH-P,G3575-VACH150UK,64,0,"2021-09-15 08:54:36",Standard,43.00,26.00,17.50,3.302,英国仓卡板区库位
568-055B,UK,G666,UK-5,UK-5PHIGH-P,G666-G26000526,14,0,"2021-08-13 11:08:16",Standard,130.00,31.00,20.00,21.200,英国仓卡板区库位
